Statename,FIPS,Date,Days_from_Ref,RelativeMobility,CumulativeMobility,Actual-Predict,FatalityRA,CumFatality_Stayput,SchoolOpenNow1%,SchoolOpenNow2%,MaskMandate25%,MaskMandate50%,Shutdown1week,Shutdown2week,Population
Wisconsin,55,2020-9-13,155,,,Prediction,5.25228558193471,1200.35886360354,1200.35886360354,1200.35886360354,1200.35886360354,1200.35886360354,1200.35886360354,1200.35886360354,5822434
Rhode Island,44,2020-9-13,149,,,Prediction,0.60217516685614,1058.30675966761,1058.30675966761,1058.30675966761,1058.30675966761,1058.30675966761,1058.30675966761,1058.30675966761,1059361
Iowa,19,2020-9-13,162,,,Prediction,11.932454818043,1255.38210667596,1255.38210667596,1255.38210667596,1255.38210667596,1255.38210667596,1255.38210667596,1255.38210667596,3155070
New Jersey,34,2020-9-14,165,,,Prediction,5.05469440219704,16011.3259755657,16011.3259755657,16011.3259755657,16011.3259755657,16011.3259755657,16011.3259755657,16011.3259755657,8882190
California,6,2020-9-14,166,,,Prediction,181.934182109724,15442.5572204442,15442.5572204442,15442.5572204442,15442.5572204442,15442.5572204442,15442.5572204442,15442.5572204442,39512223
Texas,48,2020-9-14,86,,,Prediction,359.917271205194,17439.5742587181,17439.5742587181,17439.5742587181,17439.5742587181,17439.5742587181,17439.5742587181,17439.5742587181,28995881
Florida,12,2020-9-14,86,,,Prediction,137.347398123512,13218.6206817795,13218.6206817795,13218.6206817795,13218.6206817795,13218.6206817795,13218.6206817795,13218.6206817795,21477737
Massachusetts,25,2020-9-14,160,,,Prediction,18.2929081533435,9305.03420312648,9305.03420312648,9305.03420312648,9305.03420312648,9305.03420312648,9305.03420312648,9305.03420312648,6892503
Illinois,17,2020-9-14,160,,,Prediction,18.8233404620583,8513.33950246473,8513.33950246473,8513.33950246473,8513.33950246473,8513.33950246473,8513.33950246473,8513.33950246473,12671821
Pennsylvania,42,2020-9-14,160,,,Prediction,22.7954529389834,7969.74809119787,7969.74809119787,7969.74809119787,7969.74809119787,7969.74809119787,7969.74809119787,7969.74809119787,12801989
Michigan,26,2020-9-14,162,,,Prediction,10.6881558101226,6801.56513915783,6801.56513915783,6801.56513915783,6801.56513915783,6801.56513915783,6801.56513915783,6801.56513915783,9986857
Georgia,13,2020-9-14,86,,,Prediction,103.025410034792,6913.10449283971,6913.10449283971,6913.10449283971,6913.10449283971,6913.10449283971,6913.10449283971,6913.10449283971,10617423
Arizona,4,2020-9-14,86,,,Prediction,23.2107264287524,5415.64317979938,5415.64317979938,5415.64317979938,5415.64317979938,5415.64317979938,5415.64317979938,5415.64317979938,7278717
Louisiana,22,2020-9-14,164,,,Prediction,42.132735682746,5528.66818063533,5528.66818063533,5528.66818063533,5528.66818063533,5528.66818063533,5528.66818063533,5528.66818063533,4648794
Connecticut,9,2020-9-14,160,,,Prediction,1.40091610990985,4483.90110046958,4483.90110046958,4483.90110046958,4483.90110046958,4483.90110046958,4483.90110046958,4483.90110046958,3565287
Ohio,39,2020-9-14,158,,,Prediction,29.8709916855258,4679.92626968393,4679.92626968393,4679.92626968393,4679.92626968393,4679.92626968393,4679.92626968393,4679.92626968393,11689100
Maryland,24,2020-9-14,154,,,Prediction,8.93164691080291,3877.63163627716,3877.63163627716,3877.63163627716,3877.63163627716,3877.63163627716,3877.63163627716,3877.63163627716,6045680
Indiana,18,2020-9-14,159,,,Prediction,11.0501532261426,3460.33225557208,3460.33225557208,3460.33225557208,3460.33225557208,3460.33225557208,3460.33225557208,3460.33225557208,6732219
South Carolina,45,2020-9-14,86,,,Prediction,20.4303268284385,3097.78561777928,3097.78561777928,3097.78561777928,3097.78561777928,3097.78561777928,3097.78561777928,3097.78561777928,5148714
North Carolina,37,2020-9-14,152,,,Prediction,24.3171379684915,3062.25391078066,3062.25391078066,3062.25391078066,3062.25391078066,3062.25391078066,3062.25391078066,3062.25391078066,10488084
Virginia,51,2020-9-14,154,,,Prediction,13.3632943448643,2759.06157349856,2759.06157349856,2759.06157349856,2759.06157349856,2759.06157349856,2759.06157349856,2759.06157349856,8535519
Mississippi,28,2020-9-14,126,,,Prediction,30.9717561156057,2860.51258575784,2860.51258575784,2860.51258575784,2860.51258575784,2860.51258575784,2860.51258575784,2860.51258575784,2976149
Alabama,1,2020-9-14,169,,,Prediction,17.2688934215571,2395.97927965319,2395.97927965319,2395.97927965319,2395.97927965319,2395.97927965319,2395.97927965319,2395.97927965319,4903185
Colorado,8,2020-9-14,175,,,Prediction,5.97082984213044,2019.00162195873,2019.00162195873,2019.00162195873,2019.00162195873,2019.00162195873,2019.00162195873,2019.00162195873,5758736
Washington,53,2020-9-14,156,,,Prediction,17.8352601789314,2154.50617035957,2154.50617035957,2154.50617035957,2154.50617035957,2154.50617035957,2154.50617035957,2154.50617035957,7614893
Minnesota,27,2020-9-14,153,,,Prediction,13.0249207173868,2035.49871856802,2035.49871856802,2035.49871856802,2035.49871856802,2035.49871856802,2035.49871856802,2035.49871856802,5639632
Tennessee,47,2020-9-14,154,,,Prediction,38.4890786776511,2252.20003118932,2252.20003118932,2252.20003118932,2252.20003118932,2252.20003118932,2252.20003118932,2252.20003118932,6829174
Missouri,29,2020-9-14,153,,,Prediction,10.8346384385005,1618.1859450443,1618.1859450443,1618.1859450443,1618.1859450443,1618.1859450443,1618.1859450443,1618.1859450443,6137428
Nevada,32,2020-9-14,154,,,Prediction,31.5717269518749,1699.59626060547,1699.59626060547,1699.59626060547,1699.59626060547,1699.59626060547,1699.59626060547,1699.59626060547,3080156
Wisconsin,55,2020-9-14,156,,,Prediction,5.2264565033795,1205.58532010692,1205.58532010692,1205.58532010692,1205.58532010692,1205.58532010692,1205.58532010692,1205.58532010692,5822434
Rhode Island,44,2020-9-14,150,,,Prediction,0.573132438793068,1058.8798921064,1058.8798921064,1058.8798921064,1058.8798921064,1058.8798921064,1058.8798921064,1058.8798921064,1059361
Iowa,19,2020-9-14,163,,,Prediction,12.3066307834058,1267.68873745937,1267.68873745937,1267.68873745937,1267.68873745937,1267.68873745937,1267.68873745937,1267.68873745937,3155070
New Jersey,34,2020-9-15,166,,,Prediction,5.04581579124621,16016.371791357,16016.371791357,16016.371791357,16016.371791357,16016.371791357,16016.371791357,16016.371791357,8882190
California,6,2020-9-15,167,,,Prediction,186.887647753086,15629.4448681973,15629.4448681973,15629.4448681973,15629.4448681973,15629.4448681973,15629.4448681973,15629.4448681973,39512223
Texas,48,2020-9-15,87,,,Prediction,361.962124440401,17801.5363831585,17801.5363831585,17801.5363831585,17801.5363831585,17801.5363831585,17801.5363831585,17801.5363831585,28995881
Florida,12,2020-9-15,87,,,Prediction,135.794266947754,13354.4149487273,13354.4149487273,13354.4149487273,13354.4149487273,13354.4149487273,13354.4149487273,13354.4149487273,21477737
Massachusetts,25,2020-9-15,161,,,Prediction,18.4105411544533,9323.44474428094,9323.44474428094,9323.44474428094,9323.44474428094,9323.44474428094,9323.44474428094,9323.44474428094,6892503
Illinois,17,2020-9-15,161,,,Prediction,19.1333071441425,8532.47280960887,8532.47280960887,8532.47280960887,8532.47280960887,8532.47280960887,8532.47280960887,8532.47280960887,12671821
Pennsylvania,42,2020-9-15,161,,,Prediction,23.155919096393,7992.90401029426,7992.90401029426,7992.90401029426,7992.90401029426,7992.90401029426,7992.90401029426,7992.90401029426,12801989
Michigan,26,2020-9-15,163,,,Prediction,10.6762128002068,6812.24135195804,6812.24135195804,6812.24135195804,6812.24135195804,6812.24135195804,6812.24135195804,6812.24135195804,9986857
Georgia,13,2020-9-15,87,,,Prediction,106.457923618419,7019.56241645812,7019.56241645812,7019.56241645812,7019.56241645812,7019.56241645812,7019.56241645812,7019.56241645812,10617423
Arizona,4,2020-9-15,87,,,Prediction,21.7997574952739,5437.44293729466,5437.44293729466,5437.44293729466,5437.44293729466,5437.44293729466,5437.44293729466,5437.44293729466,7278717
Louisiana,22,2020-9-15,165,,,Prediction,42.4573158086411,5571.12549644397,5571.12549644397,5571.12549644397,5571.12549644397,5571.12549644397,5571.12549644397,5571.12549644397,4648794
Connecticut,9,2020-9-15,161,,,Prediction,1.42064753310921,4485.32174800269,4485.32174800269,4485.32174800269,4485.32174800269,4485.32174800269,4485.32174800269,4485.32174800269,3565287
Ohio,39,2020-9-15,159,,,Prediction,30.5275258748592,4710.45379555879,4710.45379555879,4710.45379555879,4710.45379555879,4710.45379555879,4710.45379555879,4710.45379555879,11689100
Maryland,24,2020-9-15,155,,,Prediction,8.95288415899031,3886.58452043615,3886.58452043615,3886.58452043615,3886.58452043615,3886.58452043615,3886.58452043615,3886.58452043615,6045680
Indiana,18,2020-9-15,160,,,Prediction,11.0459983112447,3471.37825388332,3471.37825388332,3471.37825388332,3471.37825388332,3471.37825388332,3471.37825388332,3471.37825388332,6732219
South Carolina,45,2020-9-15,87,,,Prediction,23.2830246060704,3121.06864238535,3121.06864238535,3121.06864238535,3121.06864238535,3121.06864238535,3121.06864238535,3121.06864238535,5148714
North Carolina,37,2020-9-15,153,,,Prediction,24.3706242399535,3086.62453502062,3086.62453502062,3086.62453502062,3086.62453502062,3086.62453502062,3086.62453502062,3086.62453502062,10488084
Virginia,51,2020-9-15,155,,,Prediction,13.5043899453022,2772.56596344386,2772.56596344386,2772.56596344386,2772.56596344386,2772.56596344386,2772.56596344386,2772.56596344386,8535519
Mississippi,28,2020-9-15,127,,,Prediction,31.4660913898772,2891.97867714772,2891.97867714772,2891.97867714772,2891.97867714772,2891.97867714772,2891.97867714772,2891.97867714772,2976149
Alabama,1,2020-9-15,170,,,Prediction,17.5163511275989,2413.49563078079,2413.49563078079,2413.49563078079,2413.49563078079,2413.49563078079,2413.49563078079,2413.49563078079,4903185
Colorado,8,2020-9-15,176,,,Prediction,6.08765900651529,2025.08928096524,2025.08928096524,2025.08928096524,2025.08928096524,2025.08928096524,2025.08928096524,2025.08928096524,5758736
Washington,53,2020-9-15,157,,,Prediction,18.5493965731228,2173.05556693269,2173.05556693269,2173.05556693269,2173.05556693269,2173.05556693269,2173.05556693269,2173.05556693269,7614893
Minnesota,27,2020-9-15,154,,,Prediction,13.2685517393706,2048.76727030739,2048.76727030739,2048.76727030739,2048.76727030739,2048.76727030739,2048.76727030739,2048.76727030739,5639632
Tennessee,47,2020-9-15,155,,,Prediction,39.1585237691629,2291.35855495849,2291.35855495849,2291.35855495849,2291.35855495849,2291.35855495849,2291.35855495849,2291.35855495849,6829174
Missouri,29,2020-9-15,154,,,Prediction,10.876666179321,1629.06261122362,1629.06261122362,1629.06261122362,1629.06261122362,1629.06261122362,1629.06261122362,1629.06261122362,6137428
Nevada,32,2020-9-15,155,,,Prediction,32.841492065155,1732.43775267063,1732.43775267063,1732.43775267063,1732.43775267063,1732.43775267063,1732.43775267063,1732.43775267063,3080156
Wisconsin,55,2020-9-15,157,,,Prediction,5.21408092290178,1210.79940102982,1210.79940102982,1210.79940102982,1210.79940102982,1210.79940102982,1210.79940102982,1210.79940102982,5822434
Rhode Island,44,2020-9-15,151,,,Prediction,0.546774333641215,1059.42666644004,1059.42666644004,1059.42666644004,1059.42666644004,1059.42666644004,1059.42666644004,1059.42666644004,1059361
Iowa,19,2020-9-15,164,,,Prediction,12.4890049256434,1280.17774238501,1280.17774238501,1280.17774238501,1280.17774238501,1280.17774238501,1280.17774238501,1280.17774238501,3155070
New Jersey,34,2020-9-16,167,,,Prediction,5.02586540287901,16021.3976567598,16021.3976567598,16021.3976567598,16021.3976567598,16021.3976567598,16021.3976567598,16021.3976567598,8882190
California,6,2020-9-16,168,,,Prediction,189.460574877484,15818.9054430748,15818.9054430748,15818.9054430748,15818.9054430748,15818.9054430748,15818.9054430748,15818.9054430748,39512223
Texas,48,2020-9-16,88,,,Prediction,410.823673973122,18212.3600571316,18212.3600571316,18212.3600571316,18212.3600571316,18212.3600571316,18212.3600571316,18212.3600571316,28995881
Florida,12,2020-9-16,88,,,Prediction,144.080250102211,13498.4951988295,13498.4951988295,13498.4951988295,13498.4951988295,13498.4951988295,13498.4951988295,13498.4951988295,21477737
Massachusetts,25,2020-9-16,162,,,Prediction,18.4694881877985,9341.91423246874,9341.91423246874,9341.91423246874,9341.91423246874,9341.91423246874,9341.91423246874,9341.91423246874,6892503
Illinois,17,2020-9-16,162,,,Prediction,19.3878791000816,8551.86068870895,8551.86068870895,8551.86068870895,8551.86068870895,8551.86068870895,8551.86068870895,8551.86068870895,12671821
Pennsylvania,42,2020-9-16,162,,,Prediction,23.3043218630203,8016.20833215728,8016.20833215728,8016.20833215728,8016.20833215728,8016.20833215728,8016.20833215728,8016.20833215728,12801989
Michigan,26,2020-9-16,164,,,Prediction,10.6831718209681,6822.92452377901,6822.92452377901,6822.92452377901,6822.92452377901,6822.92452377901,6822.92452377901,6822.92452377901,9986857
Georgia,13,2020-9-16,88,,,Prediction,109.222780258919,7128.78519671704,7128.78519671704,7128.78519671704,7128.78519671704,7128.78519671704,7128.78519671704,7128.78519671704,10617423
Arizona,4,2020-9-16,88,,,Prediction,20.3377283203109,5457.78066561497,5457.78066561497,5457.78066561497,5457.78066561497,5457.78066561497,5457.78066561497,5457.78066561497,7278717
Louisiana,22,2020-9-16,166,,,Prediction,43.1663587226255,5614.2918551666,5614.2918551666,5614.2918551666,5614.2918551666,5614.2918551666,5614.2918551666,5614.2918551666,4648794
Connecticut,9,2020-9-16,162,,,Prediction,1.43576087748218,4486.75750888017,4486.75750888017,4486.75750888017,4486.75750888017,4486.75750888017,4486.75750888017,4486.75750888017,3565287
Ohio,39,2020-9-16,160,,,Prediction,31.2315095275738,4741.68530508636,4741.68530508636,4741.68530508636,4741.68530508636,4741.68530508636,4741.68530508636,4741.68530508636,11689100
Maryland,24,2020-9-16,156,,,Prediction,8.98142737753232,3895.56594781368,3895.56594781368,3895.56594781368,3895.56594781368,3895.56594781368,3895.56594781368,3895.56594781368,6045680
Indiana,18,2020-9-16,161,,,Prediction,11.0350430636548,3482.41329694697,3482.41329694697,3482.41329694697,3482.41329694697,3482.41329694697,3482.41329694697,3482.41329694697,6732219
South Carolina,45,2020-9-16,88,,,Prediction,21.6456242121301,3142.71426659748,3142.71426659748,3142.71426659748,3142.71426659748,3142.71426659748,3142.71426659748,3142.71426659748,5148714
North Carolina,37,2020-9-16,154,,,Prediction,24.4325137234213,3111.05704874404,3111.05704874404,3111.05704874404,3111.05704874404,3111.05704874404,3111.05704874404,3111.05704874404,10488084
Virginia,51,2020-9-16,156,,,Prediction,13.6409616100672,2786.20692505393,2786.20692505393,2786.20692505393,2786.20692505393,2786.20692505393,2786.20692505393,2786.20692505393,8535519
Mississippi,28,2020-9-16,128,,,Prediction,31.8928685111388,2923.87154565885,2923.87154565885,2923.87154565885,2923.87154565885,2923.87154565885,2923.87154565885,2923.87154565885,2976149
Alabama,1,2020-9-16,171,,,Prediction,17.7571694938908,2431.25280027468,2431.25280027468,2431.25280027468,2431.25280027468,2431.25280027468,2431.25280027468,2431.25280027468,4903185
Colorado,8,2020-9-16,177,,,Prediction,6.20677412679098,2031.29605509203,2031.29605509203,2031.29605509203,2031.29605509203,2031.29605509203,2031.29605509203,2031.29605509203,5758736
Washington,53,2020-9-16,158,,,Prediction,18.7562554254132,2191.81182235811,2191.81182235811,2191.81182235811,2191.81182235811,2191.81182235811,2191.81182235811,2191.81182235811,7614893
Minnesota,27,2020-9-16,155,,,Prediction,13.5059631352722,2062.27323344266,2062.27323344266,2062.27323344266,2062.27323344266,2062.27323344266,2062.27323344266,2062.27323344266,5639632
Tennessee,47,2020-9-16,156,,,Prediction,39.8396125982217,2331.19816755671,2331.19816755671,2331.19816755671,2331.19816755671,2331.19816755671,2331.19816755671,2331.19816755671,6829174
Missouri,29,2020-9-16,155,,,Prediction,10.9989675739935,1640.06157879761,1640.06157879761,1640.06157879761,1640.06157879761,1640.06157879761,1640.06157879761,1640.06157879761,6137428
Nevada,32,2020-9-16,156,,,Prediction,33.8838340342813,1766.32158670491,1766.32158670491,1766.32158670491,1766.32158670491,1766.32158670491,1766.32158670491,1766.32158670491,3080156
Wisconsin,55,2020-9-16,158,,,Prediction,5.19931485604675,1215.99871588587,1215.99871588587,1215.99871588587,1215.99871588587,1215.99871588587,1215.99871588587,1215.99871588587,5822434
Rhode Island,44,2020-9-16,152,,,Prediction,0.525073378108916,1059.95173981815,1059.95173981815,1059.95173981815,1059.95173981815,1059.95173981815,1059.95173981815,1059.95173981815,1059361
Iowa,19,2020-9-16,165,,,Prediction,12.6331706018135,1292.81091298682,1292.81091298682,1292.81091298682,1292.81091298682,1292.81091298682,1292.81091298682,1292.81091298682,3155070
New Jersey,34,2020-9-17,168,,,Prediction,5.00048124708276,16026.3981380069,16026.3981380069,16026.3981380069,16026.3981380069,16026.3981380069,16026.3981380069,16026.3981380069,8882190
California,6,2020-9-17,169,,,Prediction,191.866370543874,16010.7718136187,16010.7718136187,16010.7718136187,16010.7718136187,16010.7718136187,16010.7718136187,16010.7718136187,39512223
Texas,48,2020-9-17,89,,,Prediction,466.281082192517,18678.6411393242,18678.6411393242,18678.6411393242,18678.6411393242,18678.6411393242,18678.6411393242,18678.6411393242,28995881
Florida,12,2020-9-17,89,,,Prediction,151.893789079807,13650.3889879093,13650.3889879093,13650.3889879093,13650.3889879093,13650.3889879093,13650.3889879093,13650.3889879093,21477737
Massachusetts,25,2020-9-17,163,,,Prediction,19.0355450048052,9360.94977747354,9360.94977747354,9360.94977747354,9360.94977747354,9360.94977747354,9360.94977747354,9360.94977747354,6892503
Illinois,17,2020-9-17,163,,,Prediction,19.350777975924,8571.21146668487,8571.21146668487,8571.21146668487,8571.21146668487,8571.21146668487,8571.21146668487,8571.21146668487,12671821
Pennsylvania,42,2020-9-17,163,,,Prediction,24.3426761492716,8040.55100830656,8040.55100830656,8040.55100830656,8040.55100830656,8040.55100830656,8040.55100830656,8040.55100830656,12801989
Michigan,26,2020-9-17,165,,,Prediction,10.6948658557583,6833.61938963477,6833.61938963477,6833.61938963477,6833.61938963477,6833.61938963477,6833.61938963477,6833.61938963477,9986857
Georgia,13,2020-9-17,89,,,Prediction,112.135609846178,7240.92080656322,7240.92080656322,7240.92080656322,7240.92080656322,7240.92080656322,7240.92080656322,7240.92080656322,10617423
Arizona,4,2020-9-17,89,,,Prediction,18.9737520392348,5476.7544176542,5476.7544176542,5476.7544176542,5476.7544176542,5476.7544176542,5476.7544176542,5476.7544176542,7278717
Louisiana,22,2020-9-17,167,,,Prediction,44.2790508318867,5658.57090599848,5658.57090599848,5658.57090599848,5658.57090599848,5658.57090599848,5658.57090599848,5658.57090599848,4648794
Connecticut,9,2020-9-17,163,,,Prediction,1.45103500288831,4488.20854388306,4488.20854388306,4488.20854388306,4488.20854388306,4488.20854388306,4488.20854388306,4488.20854388306,3565287
Ohio,39,2020-9-17,161,,,Prediction,31.61552056644,4773.3008256528,4773.3008256528,4773.3008256528,4773.3008256528,4773.3008256528,4773.3008256528,4773.3008256528,11689100
Maryland,24,2020-9-17,157,,,Prediction,9.31360612419586,3904.87955393788,3904.87955393788,3904.87955393788,3904.87955393788,3904.87955393788,3904.87955393788,3904.87955393788,6045680
Indiana,18,2020-9-17,162,,,Prediction,11.0218345619816,3493.43513150896,3493.43513150896,3493.43513150896,3493.43513150896,3493.43513150896,3493.43513150896,3493.43513150896,6732219
South Carolina,45,2020-9-17,89,,,Prediction,20.1233755261591,3162.83764212363,3162.83764212363,3162.83764212363,3162.83764212363,3162.83764212363,3162.83764212363,3162.83764212363,5148714
North Carolina,37,2020-9-17,155,,,Prediction,24.61949818926,3135.6765469333,3135.6765469333,3135.6765469333,3135.6765469333,3135.6765469333,3135.6765469333,3135.6765469333,10488084
Virginia,51,2020-9-17,157,,,Prediction,13.7667734653396,2799.97369851927,2799.97369851927,2799.97369851927,2799.97369851927,2799.97369851927,2799.97369851927,2799.97369851927,8535519
Mississippi,28,2020-9-17,129,,,Prediction,32.5663826722406,2956.43792833109,2956.43792833109,2956.43792833109,2956.43792833109,2956.43792833109,2956.43792833109,2956.43792833109,2976149
Alabama,1,2020-9-17,172,,,Prediction,18.1672170376231,2449.4200173123,2449.4200173123,2449.4200173123,2449.4200173123,2449.4200173123,2449.4200173123,2449.4200173123,4903185
Colorado,8,2020-9-17,178,,,Prediction,6.32821993146654,2037.6242750235,2037.6242750235,2037.6242750235,2037.6242750235,2037.6242750235,2037.6242750235,2037.6242750235,5758736
Washington,53,2020-9-17,159,,,Prediction,18.9654211228131,2210.77724348092,2210.77724348092,2210.77724348092,2210.77724348092,2210.77724348092,2210.77724348092,2210.77724348092,7614893
Minnesota,27,2020-9-17,156,,,Prediction,13.8025579223171,2076.07579136498,2076.07579136498,2076.07579136498,2076.07579136498,2076.07579136498,2076.07579136498,2076.07579136498,5639632
Tennessee,47,2020-9-17,157,,,Prediction,40.5002354775017,2371.69840303421,2371.69840303421,2371.69840303421,2371.69840303421,2371.69840303421,2371.69840303421,2371.69840303421,6829174
Missouri,29,2020-9-17,156,,,Prediction,11.0631779247693,1651.12475672238,1651.12475672238,1651.12475672238,1651.12475672238,1651.12475672238,1651.12475672238,1651.12475672238,6137428
Nevada,32,2020-9-17,157,,,Prediction,34.8957261004325,1801.21731280534,1801.21731280534,1801.21731280534,1801.21731280534,1801.21731280534,1801.21731280534,1801.21731280534,3080156
Wisconsin,55,2020-9-17,159,,,Prediction,5.17174055109425,1221.17045643696,1221.17045643696,1221.17045643696,1221.17045643696,1221.17045643696,1221.17045643696,1221.17045643696,5822434
Rhode Island,44,2020-9-17,153,,,Prediction,0.503759775051238,1060.4554995932,1060.4554995932,1060.4554995932,1060.4554995932,1060.4554995932,1060.4554995932,1060.4554995932,1059361
Iowa,19,2020-9-17,166,,,Prediction,12.8369746372282,1305.64788762405,1305.64788762405,1305.64788762405,1305.64788762405,1305.64788762405,1305.64788762405,1305.64788762405,3155070
New Jersey,34,2020-9-18,169,,,Prediction,4.9916978619704,16031.3898358689,16031.3898358689,16031.3898358689,16031.3898358689,16031.3898358689,16031.3898358689,16031.3898358689,8882190
California,6,2020-9-18,170,,,Prediction,194.200233652236,16204.9720472709,16204.9720472709,16204.9720472709,16204.9720472709,16204.9720472709,16204.9720472709,16204.9720472709,39512223
Texas,48,2020-9-18,90,,,Prediction,461.589850392653,19140.2309897168,19140.2309897168,19140.2309897168,19140.2309897168,19140.2309897168,19140.2309897168,19140.2309897168,28995881
Florida,12,2020-9-18,90,,,Prediction,146.369702031423,13796.7586899407,13796.7586899407,13796.7586899407,13796.7586899407,13796.7586899407,13796.7586899407,13796.7586899407,21477737
Massachusetts,25,2020-9-18,164,,,Prediction,19.6568112138029,9380.60658868734,9380.60658868734,9380.60658868734,9380.60658868734,9380.60658868734,9380.60658868734,9380.60658868734,6892503
Illinois,17,2020-9-18,164,,,Prediction,19.3567770202053,8590.56824370508,8590.56824370508,8590.56824370508,8590.56824370508,8590.56824370508,8590.56824370508,8590.56824370508,12671821
Pennsylvania,42,2020-9-18,164,,,Prediction,25.5134405290245,8066.06444883558,8066.06444883558,8066.06444883558,8066.06444883558,8066.06444883558,8066.06444883558,8066.06444883558,12801989
Michigan,26,2020-9-18,166,,,Prediction,10.6545955271112,6844.27398516188,6844.27398516188,6844.27398516188,6844.27398516188,6844.27398516188,6844.27398516188,6844.27398516188,9986857
Georgia,13,2020-9-18,90,,,Prediction,115.12612081258,7356.0469273758,7356.0469273758,7356.0469273758,7356.0469273758,7356.0469273758,7356.0469273758,7356.0469273758,10617423
Arizona,4,2020-9-18,90,,,Prediction,17.7012526068039,5494.45567026101,5494.45567026101,5494.45567026101,5494.45567026101,5494.45567026101,5494.45567026101,5494.45567026101,7278717
Louisiana,22,2020-9-18,168,,,Prediction,43.8664847373673,5702.43739073585,5702.43739073585,5702.43739073585,5702.43739073585,5702.43739073585,5702.43739073585,5702.43739073585,4648794
Connecticut,9,2020-9-18,164,,,Prediction,1.46647161977237,4489.67501550283,4489.67501550283,4489.67501550283,4489.67501550283,4489.67501550283,4489.67501550283,4489.67501550283,3565287
Ohio,39,2020-9-18,162,,,Prediction,32.0042532623827,4805.30507891518,4805.30507891518,4805.30507891518,4805.30507891518,4805.30507891518,4805.30507891518,4805.30507891518,11689100
Maryland,24,2020-9-18,158,,,Prediction,9.62689997591683,3914.5064539138,3914.5064539138,3914.5064539138,3914.5064539138,3914.5064539138,3914.5064539138,3914.5064539138,6045680
Indiana,18,2020-9-18,163,,,Prediction,11.0041204450633,3504.43925195402,3504.43925195402,3504.43925195402,3504.43925195402,3504.43925195402,3504.43925195402,3504.43925195402,6732219
South Carolina,45,2020-9-18,90,,,Prediction,18.8447284413883,3181.68237056502,3181.68237056502,3181.68237056502,3181.68237056502,3181.68237056502,3181.68237056502,3181.68237056502,5148714
North Carolina,37,2020-9-18,156,,,Prediction,24.7658778200512,3160.44242475335,3160.44242475335,3160.44242475335,3160.44242475335,3160.44242475335,3160.44242475335,3160.44242475335,10488084
Virginia,51,2020-9-18,158,,,Prediction,13.8998708218793,2813.87356934115,2813.87356934115,2813.87356934115,2813.87356934115,2813.87356934115,2813.87356934115,2813.87356934115,8535519
Mississippi,28,2020-9-18,130,,,Prediction,33.1868378177313,2989.62476614883,2989.62476614883,2989.62476614883,2989.62476614883,2989.62476614883,2989.62476614883,2989.62476614883,2976149
Alabama,1,2020-9-18,173,,,Prediction,18.5175846591303,2467.93760197144,2467.93760197144,2467.93760197144,2467.93760197144,2467.93760197144,2467.93760197144,2467.93760197144,4903185
Colorado,8,2020-9-18,179,,,Prediction,6.43549326601738,2044.05976828952,2044.05976828952,2044.05976828952,2044.05976828952,2044.05976828952,2044.05976828952,2044.05976828952,5758736
Washington,53,2020-9-18,160,,,Prediction,19.1769193907596,2229.95416287168,2229.95416287168,2229.95416287168,2229.95416287168,2229.95416287168,2229.95416287168,2229.95416287168,7614893
Minnesota,27,2020-9-18,157,,,Prediction,14.0607346410526,2090.13652600603,2090.13652600603,2090.13652600603,2090.13652600603,2090.13652600603,2090.13652600603,2090.13652600603,5639632
Tennessee,47,2020-9-18,158,,,Prediction,41.1389910204767,2412.83739405469,2412.83739405469,2412.83739405469,2412.83739405469,2412.83739405469,2412.83739405469,2412.83739405469,6829174
Missouri,29,2020-9-18,157,,,Prediction,11.242231296994,1662.36698801937,1662.36698801937,1662.36698801937,1662.36698801937,1662.36698801937,1662.36698801937,1662.36698801937,6137428
Nevada,32,2020-9-18,158,,,Prediction,35.9378368706565,1837.155149676,1837.155149676,1837.155149676,1837.155149676,1837.155149676,1837.155149676,1837.155149676,3080156
Wisconsin,55,2020-9-18,160,,,Prediction,5.14391356141752,1226.31436999838,1226.31436999838,1226.31436999838,1226.31436999838,1226.31436999838,1226.31436999838,1226.31436999838,5822434
Rhode Island,44,2020-9-18,154,,,Prediction,0.483538623183023,1060.93903821639,1060.93903821639,1060.93903821639,1060.93903821639,1060.93903821639,1060.93903821639,1060.93903821639,1059361
Iowa,19,2020-9-18,167,,,Prediction,13.01878696504,1318.66667458909,1318.66667458909,1318.66667458909,1318.66667458909,1318.66667458909,1318.66667458909,1318.66667458909,3155070
New Jersey,34,2020-9-19,170,,,Prediction,5.10238002864237,16036.4922158975,16036.4922158975,16036.4922158975,16036.4922158975,16036.4922158975,16036.4922158975,16036.4922158975,8882190
California,6,2020-9-19,171,,,Prediction,196.562485878467,16401.5345331494,16401.5345331494,16401.5345331494,16401.5345331494,16401.5345331494,16401.5345331494,16401.5345331494,39512223
Texas,48,2020-9-19,91,,,Prediction,469.120792767631,19609.3517824844,19609.3517824844,19609.3517824844,19609.3517824844,19609.3517824844,19609.3517824844,19609.3517824844,28995881
Florida,12,2020-9-19,91,,,Prediction,144.714546196532,13941.4732361373,13941.4732361373,13941.4732361373,13941.4732361373,13941.4732361373,13941.4732361373,13941.4732361373,21477737
