Statename,FIPS,Date,Days_from_Ref,RelativeMobility,CumulativeMobility,Actual-Predict,FatalityRA,CumFatality_Stayput,SchoolOpenNow1%,SchoolOpenNow2%,MaskMandate25%,MaskMandate50%,Shutdown1week,Shutdown2week,Population
Louisiana,22,2020-7-27,115,-23.6666666666667,84.3933333333333,Actual,33.6,3786,,,,,,,4648794
Connecticut,9,2020-7-27,111,-23,76.4266666666667,Actual,2.4,4418,,,,,,,3565287
Ohio,39,2020-7-27,109,-18,87.3599999999999,Actual,25,3344,,,,,,,11689100
Maryland,24,2020-7-27,105,-32,68.4266666666667,Actual,11.2,3447,,,,,,,6045680
Indiana,18,2020-7-27,110,-11.6666666666667,92.7633333333333,Actual,9.6,2906,,,,,,,6732219
South Carolina,45,2020-7-27,37,-13.6666666666667,33.29,Actual,46,1506,,,,,,,5148714
North Carolina,37,2020-7-27,103,-22,76.2666666666666,Actual,19.8,1838,,,,,,,10488084
Virginia,51,2020-7-27,105,-28.3333333333333,72.0066666666667,Actual,11.6,2082,,,,,,,8535519
Mississippi,28,2020-7-27,77,-10.6666666666667,70.0799999999999,Actual,20,1498,,,,,,,2976149
Alabama,1,2020-7-27,120,-14,98.8033333333333,Actual,20,1491,,,,,,,4903185
Colorado,8,2020-7-27,126,-23.3333333333333,82.88,Actual,6.4,1799,,,,,,,5758736
Washington,53,2020-7-27,107,-29.3333333333333,70.05,Actual,12,1518,,,,,,,7614893
Minnesota,27,2020-7-27,104,-27,70.28,Actual,4.6,1616,,,,,,,5639632
Tennessee,47,2020-7-27,105,-16,85.83,Actual,16.4,978,,,,,,,6829174
Missouri,29,2020-7-27,104,-19.3333333333333,85.4933333333333,Actual,7.6,1175,,,,,,,6137428
Nevada,32,2020-7-27,105,-29,68.3066666666666,Actual,11.6,739,,,,,,,3080156
Wisconsin,55,2020-7-27,107,-14,85.88,Actual,6.6,893,,,,,,,5822434
Rhode Island,44,2020-7-27,101,-23.6666666666667,70.23,Actual,1,1004,,,,,,,1059361
Iowa,19,2020-7-27,114,-12,94.91,Actual,5.6,836,,,,,,,3155070
New Jersey,34,2020-7-28,117,-34,64.7933333333333,Actual,6.6,15825,,,,,,,8882190
California,6,2020-7-28,118,-37.6666666666667,69.6733333333333,Actual,123.6,8679,,,,,,,39512223
Texas,48,2020-7-28,38,-30.3333333333333,27.6866666666667,Actual,296.8,6753,,,,,,,28995881
Florida,12,2020-7-28,38,-34.6666666666667,25.6833333333333,Actual,161.8,6117,,,,,,,21477737
Massachusetts,25,2020-7-28,112,-35.3333333333333,64.0866666666667,Actual,14,8550,,,,,,,6892503
Illinois,17,2020-7-28,112,-26.6666666666667,74.7066666666667,Actual,16.2,7638,,,,,,,12671821
Pennsylvania,42,2020-7-28,112,-25.3333333333333,74.8333333333333,Actual,14,7154,,,,,,,12801989
Michigan,26,2020-7-28,114,-17.3333333333333,80.4233333333334,Actual,8.4,6348,,,,,,,9986857
Georgia,13,2020-7-28,38,-27.3333333333333,28.3933333333333,Actual,35.4,3563,,,,,,,10617423
Arizona,4,2020-7-28,38,-30.6666666666667,26.6833333333333,Actual,68,3408,,,,,,,7278717
Louisiana,22,2020-7-28,116,-22.6666666666667,85.1666666666667,Actual,42,3812,,,,,,,4648794
Connecticut,9,2020-7-28,112,-22.6666666666667,77.2,Actual,3.6,4423,,,,,,,3565287
Ohio,39,2020-7-28,110,-13.6666666666667,88.2233333333333,Actual,29,3382,,,,,,,11689100
Maryland,24,2020-7-28,106,-30.6666666666667,69.12,Actual,11,3458,,,,,,,6045680
Indiana,18,2020-7-28,111,-9.33333333333333,93.67,Actual,10.2,2924,,,,,,,6732219
South Carolina,45,2020-7-28,38,-13.6666666666667,34.1533333333333,Actual,40.4,1565,,,,,,,5148714
North Carolina,37,2020-7-28,104,-23.3333333333333,77.0333333333333,Actual,22.2,1860,,,,,,,10488084
Virginia,51,2020-7-28,106,-28.6666666666667,72.72,Actual,13.2,2095,,,,,,,8535519
Mississippi,28,2020-7-28,78,-10.6666666666667,70.9733333333333,Actual,26.6,1540,,,,,,,2976149
Alabama,1,2020-7-28,121,-14.3333333333333,99.66,Actual,21.8,1491,,,,,,,4903185
Colorado,8,2020-7-28,127,-26.6666666666667,83.6133333333333,Actual,5.6,1807,,,,,,,5758736
Washington,53,2020-7-28,108,-29.6666666666667,70.7533333333333,Actual,14,1548,,,,,,,7614893
Minnesota,27,2020-7-28,105,-27.3333333333333,71.0066666666667,Actual,4.6,1620,,,,,,,5639632
Tennessee,47,2020-7-28,106,-16,86.67,Actual,13.8,999,,,,,,,6829174
Missouri,29,2020-7-28,105,-18,86.3133333333333,Actual,10.2,1186,,,,,,,6137428
Nevada,32,2020-7-28,106,-28.6666666666667,69.02,Actual,13.8,759,,,,,,,3080156
Wisconsin,55,2020-7-28,108,-15,86.73,Actual,5.6,906,,,,,,,5822434
Rhode Island,44,2020-7-28,102,-25.6666666666667,70.9733333333333,Actual,1,1005,,,,,,,1059361
Iowa,19,2020-7-28,115,-13.6666666666667,95.7733333333333,Actual,7.8,839,,,,,,,3155070
New Jersey,34,2020-7-29,118,-32,65.4733333333333,Actual,6.4,15798,,,,,,,8882190
California,6,2020-7-29,119,-38.3333333333333,70.29,Actual,153.2,8908,,,,,,,39512223
Texas,48,2020-7-29,39,-28,28.4066666666667,Actual,302.2,7066,,,,,,,28995881
Florida,12,2020-7-29,39,-33.6666666666667,26.3466666666667,Actual,197.8,6333,,,,,,,21477737
Massachusetts,25,2020-7-29,113,-33.6666666666667,64.75,Actual,16,8579,,,,,,,6892503
Illinois,17,2020-7-29,113,-27.3333333333333,75.4333333333333,Actual,20.4,7654,,,,,,,12671821
Pennsylvania,42,2020-7-29,113,-25.3333333333333,75.58,Actual,16,7171,,,,,,,12801989
Michigan,26,2020-7-29,115,-16.6666666666667,81.2566666666667,Actual,9.8,6349,,,,,,,9986857
Georgia,13,2020-7-29,39,-26.3333333333333,29.13,Actual,50.8,3642,,,,,,,10617423
Arizona,4,2020-7-29,39,-31,27.3733333333333,Actual,77.8,3454,,,,,,,7278717
Louisiana,22,2020-7-29,117,-19.3333333333333,85.9733333333333,Actual,37.2,3883,,,,,,,4648794
Connecticut,9,2020-7-29,113,-22.3333333333333,77.9766666666667,Actual,3.8,4425,,,,,,,3565287
Ohio,39,2020-7-29,111,-14.3333333333333,89.0799999999999,Actual,36.4,3422,,,,,,,11689100
Maryland,24,2020-7-29,107,-31,69.81,Actual,10.6,3478,,,,,,,6045680
Indiana,18,2020-7-29,112,-9.66666666666667,94.5733333333334,Actual,12.4,2932,,,,,,,6732219
South Carolina,45,2020-7-29,39,-14,35.0133333333333,Actual,44.2,1615,,,,,,,5148714
North Carolina,37,2020-7-29,105,-24.6666666666667,77.7866666666666,Actual,25,1888,,,,,,,10488084
Virginia,51,2020-7-29,107,-27.3333333333333,73.4466666666667,Actual,19.2,2125,,,,,,,8535519
Mississippi,28,2020-7-29,79,-9.33333333333333,71.8799999999999,Actual,34,1563,,,,,,,2976149
Alabama,1,2020-7-29,122,-13,100.53,Actual,21.4,1538,,,,,,,4903185
Colorado,8,2020-7-29,128,-25.6666666666667,84.3566666666667,Actual,8.8,1822,,,,,,,5758736
Washington,53,2020-7-29,109,-29.6666666666667,71.4566666666666,Actual,12.6,1555,,,,,,,7614893
Minnesota,27,2020-7-29,106,-25.6666666666667,71.75,Actual,5.2,1629,,,,,,,5639632
Tennessee,47,2020-7-29,107,-16.3333333333333,87.5066666666667,Actual,18.6,1020,,,,,,,6829174
Missouri,29,2020-7-29,106,-15.3333333333333,87.16,Actual,10,1190,,,,,,,6137428
Nevada,32,2020-7-29,107,-29.3333333333333,69.7266666666666,Actual,19.2,780,,,,,,,3080156
Wisconsin,55,2020-7-29,109,-13.6666666666667,87.5933333333333,Actual,8.4,911,,,,,,,5822434
Rhode Island,44,2020-7-29,103,-24.3333333333333,71.73,Actual,1,1007,,,,,,,1059361
Iowa,19,2020-7-29,116,-11.3333333333333,96.66,Actual,8.6,854,,,,,,,3155070
New Jersey,34,2020-7-30,119,-33.3333333333333,66.14,Actual,5.2,15809,,,,,,,8882190
California,6,2020-7-30,120,-38.3333333333333,70.9066666666666,Actual,170.2,9026,,,,,,,39512223
Texas,48,2020-7-30,40,-27.6666666666667,29.13,Actual,218.6,7189,,,,,,,28995881
Florida,12,2020-7-30,40,-33,27.0166666666667,Actual,218.2,6586,,,,,,,21477737
Massachusetts,25,2020-7-30,114,-34.3333333333333,65.4066666666667,Actual,18,8579,,,,,,,6892503
Illinois,17,2020-7-30,114,-27,76.1633333333333,Actual,18.4,7670,,,,,,,12671821
Pennsylvania,42,2020-7-30,114,-25.3333333333333,76.3266666666667,Actual,17.6,7194,,,,,,,12801989
Michigan,26,2020-7-30,116,-16.6666666666667,82.09,Actual,10.2,6369,,,,,,,9986857
Georgia,13,2020-7-30,40,-27.3333333333333,29.8566666666667,Actual,63.2,3671,,,,,,,10617423
Arizona,4,2020-7-30,40,-31.6666666666667,28.0566666666667,Actual,88.6,3626,,,,,,,7278717
Louisiana,22,2020-7-30,118,-20,86.7733333333333,Actual,32.6,3925,,,,,,,4648794
Connecticut,9,2020-7-30,114,-22.6666666666667,78.75,Actual,2.8,4431,,,,,,,3565287
Ohio,39,2020-7-30,112,-16.3333333333333,89.9166666666666,Actual,34.2,3442,,,,,,,11689100
Maryland,24,2020-7-30,108,-32.3333333333333,70.4866666666667,Actual,11.8,3488,,,,,,,6045680
Indiana,18,2020-7-30,113,-11.6666666666667,95.4566666666667,Actual,13,2946,,,,,,,6732219
South Carolina,45,2020-7-30,40,-13,35.8833333333333,Actual,49,1667,,,,,,,5148714
North Carolina,37,2020-7-30,106,-23.3333333333333,78.5533333333333,Actual,28.2,1922,,,,,,,10488084
Virginia,51,2020-7-30,108,-28.6666666666667,74.16,Actual,26.6,2141,,,,,,,8535519
Mississippi,28,2020-7-30,80,-10.3333333333333,72.7766666666666,Actual,39,1611,,,,,,,2976149
Alabama,1,2020-7-30,123,-13.3333333333333,101.396666666667,Actual,22.4,1565,,,,,,,4903185
Colorado,8,2020-7-30,129,-25.3333333333333,85.1033333333333,Actual,9,1822,,,,,,,5758736
Washington,53,2020-7-30,110,-31,72.1466666666666,Actual,14.8,1564,,,,,,,7614893
Minnesota,27,2020-7-30,107,-27,72.48,Actual,6,1634,,,,,,,5639632
Tennessee,47,2020-7-30,108,-17,88.3366666666667,Actual,17.8,1033,,,,,,,6829174
Missouri,29,2020-7-30,107,-18.3333333333333,87.9766666666666,Actual,9.6,1206,,,,,,,6137428
Nevada,32,2020-7-30,108,-30.3333333333333,70.4233333333333,Actual,18.6,801,,,,,,,3080156
Wisconsin,55,2020-7-30,110,-12.3333333333333,88.47,Actual,10.8,919,,,,,,,5822434
Rhode Island,44,2020-7-30,104,-24.6666666666667,72.4833333333333,Actual,0.6,1007,,,,,,,1059361
Iowa,19,2020-7-30,117,-12.3333333333333,97.5366666666667,Actual,7.6,865,,,,,,,3155070
New Jersey,34,2020-7-31,120,-33,66.81,Actual,2.2,15819,,,,,,,8882190
California,6,2020-7-31,121,-37.3333333333333,71.5333333333333,Actual,143.4,9214,,,,,,,39512223
Texas,48,2020-7-31,41,-27.3333333333333,29.8566666666667,Actual,165.6,7309,,,,,,,28995881
Florida,12,2020-7-31,41,-33,27.6866666666667,Actual,193.4,6843,,,,,,,21477737
Massachusetts,25,2020-7-31,115,-33.3333333333333,66.0733333333333,Actual,17.4,8608,,,,,,,6892503
Illinois,17,2020-7-31,115,-26,76.9033333333333,Actual,15.2,7692,,,,,,,12671821
Pennsylvania,42,2020-7-31,115,-26.6666666666667,77.06,Actual,13.8,7207,,,,,,,12801989
Michigan,26,2020-7-31,117,-18,82.91,Actual,7,6376,,,,,,,9986857
Georgia,13,2020-7-31,41,-26,30.5966666666667,Actual,55.4,3752,,,,,,,10617423
Arizona,4,2020-7-31,41,-31.6666666666667,28.74,Actual,71.4,3694,,,,,,,7278717
Louisiana,22,2020-7-31,119,-21.6666666666667,87.5566666666667,Actual,39,3949,,,,,,,4648794
Connecticut,9,2020-7-31,115,-23.3333333333333,79.5166666666667,Actual,1.8,4432,,,,,,,3565287
Ohio,39,2020-7-31,113,-14.3333333333333,90.7733333333333,Actual,29.4,3489,,,,,,,11689100
Maryland,24,2020-7-31,109,-33.6666666666667,71.15,Actual,11.4,3493,,,,,,,6045680
Indiana,18,2020-7-31,114,-9.33333333333333,96.3633333333334,Actual,10.2,2965,,,,,,,6732219
South Carolina,45,2020-7-31,41,-11.3333333333333,36.77,Actual,42.4,1712,,,,,,,5148714
North Carolina,37,2020-7-31,107,-21.6666666666667,79.3366666666666,Actual,24.6,1942,,,,,,,10488084
Virginia,51,2020-7-31,109,-28.6666666666667,74.8733333333334,Actual,24.6,2174,,,,,,,8535519
Mississippi,28,2020-7-31,81,-10.6666666666667,73.6699999999999,Actual,32.6,1663,,,,,,,2976149
Alabama,1,2020-7-31,124,-12.6666666666667,102.27,Actual,27.2,1580,,,,,,,4903185
Colorado,8,2020-7-31,130,-24.6666666666667,85.8566666666667,Actual,7.4,1838,,,,,,,5758736
Washington,53,2020-7-31,111,-30,72.8466666666666,Actual,9.6,1564,,,,,,,7614893
Minnesota,27,2020-7-31,108,-27.3333333333333,73.2066666666667,Actual,6.8,1640,,,,,,,5639632
Tennessee,47,2020-7-31,109,-16,89.1766666666667,Actual,14.8,1060,,,,,,,6829174
Missouri,29,2020-7-31,108,-10.3333333333333,88.8733333333333,Actual,7.4,1214,,,,,,,6137428
Nevada,32,2020-7-31,109,-30.6666666666667,71.1166666666666,Actual,14.6,830,,,,,,,3080156
Wisconsin,55,2020-7-31,111,-12.6666666666667,89.3433333333333,Actual,8.4,934,,,,,,,5822434
Rhode Island,44,2020-7-31,105,-24.6666666666667,73.2366666666667,Actual,0.4,1007,,,,,,,1059361
Iowa,19,2020-7-31,118,-8.33333333333333,98.4533333333333,Actual,7.8,872,,,,,,,3155070
New Jersey,34,2020-8-1,121,-17,67.64,Actual,9.6,15830,,,,,,,8882190
California,6,2020-8-1,122,-28.3333333333333,72.25,Actual,106.6,9345,,,,,,,39512223
Texas,48,2020-8-1,42,-20.3333333333333,30.6533333333333,Actual,130.4,7576,,,,,,,28995881
Florida,12,2020-8-1,42,-32,28.3666666666667,Actual,164.8,7022,,,,,,,21477737
Massachusetts,25,2020-8-1,116,-19.6666666666667,66.8766666666667,Actual,13.6,8625,,,,,,,6892503
Illinois,17,2020-8-1,116,-14,77.7633333333333,Actual,13.8,7700,,,,,,,12671821
Pennsylvania,42,2020-8-1,116,-15.3333333333333,77.9066666666667,Actual,10.6,7219,,,,,,,12801989
Michigan,26,2020-8-1,118,-7.66666666666667,83.8333333333334,Actual,8.8,6383,,,,,,,9986857
Georgia,13,2020-8-1,42,-16.3333333333333,31.4333333333333,Actual,40,3825,,,,,,,10617423
Arizona,4,2020-8-1,42,-25.6666666666667,29.4833333333333,Actual,65,3747,,,,,,,7278717
Louisiana,22,2020-8-1,120,-17.3333333333333,88.3833333333333,Actual,28.2,3949,,,,,,,4648794
Connecticut,9,2020-8-1,116,-10.3333333333333,80.4133333333333,Actual,2.4,4432,,,,,,,3565287
Ohio,39,2020-8-1,114,-9.33333333333333,91.6799999999999,Actual,23.4,3515,,,,,,,11689100
Maryland,24,2020-8-1,110,-18.3333333333333,71.9666666666667,Actual,9,3506,,,,,,,6045680
Indiana,18,2020-8-1,115,-1.66666666666667,97.3466666666667,Actual,9.6,2971,,,,,,,6732219
South Carolina,45,2020-8-1,42,-3.33333333333333,37.7366666666667,Actual,35.6,1751,,,,,,,5148714
North Carolina,37,2020-8-1,108,-13.3333333333333,80.2033333333333,Actual,31,1979,,,,,,,10488084
Virginia,51,2020-8-1,110,-15,75.7233333333334,Actual,18.6,2215,,,,,,,8535519
Mississippi,28,2020-8-1,82,-1.33333333333333,74.6566666666666,Actual,29.6,1693,,,,,,,2976149
Alabama,1,2020-8-1,125,-1,103.26,Actual,19,1603,,,,,,,4903185
Colorado,8,2020-8-1,131,-16.6666666666667,86.69,Actual,4.4,1844,,,,,,,5758736
Washington,53,2020-8-1,112,-18,73.6666666666666,Actual,9,1592,,,,,,,7614893
Minnesota,27,2020-8-1,109,-17.3333333333333,74.0333333333333,Actual,5.4,1646,,,,,,,5639632
Tennessee,47,2020-8-1,110,-5,90.1266666666667,Actual,14.4,1067,,,,,,,6829174
Missouri,29,2020-8-1,109,-7.66666666666667,89.7966666666666,Actual,7,1223,,,,,,,6137428
Nevada,32,2020-8-1,110,-26.3333333333333,71.8533333333333,Actual,13.4,832,,,,,,,3080156
Wisconsin,55,2020-8-1,112,-1.66666666666667,90.3266666666667,Actual,7.6,947,,,,,,,5822434
Rhode Island,44,2020-8-1,106,-13.6666666666667,74.1,Actual,0.6,1007,,,,,,,1059361
Iowa,19,2020-8-1,119,-1,99.4433333333333,Actual,6,874,,,,,,,3155070
New Jersey,34,2020-8-2,122,-22.3333333333333,68.4166666666667,Actual,9.6,15836,,,,,,,8882190
California,6,2020-8-2,123,-28,72.97,Actual,131.6,9396,,,,,,,39512223
Texas,48,2020-8-2,43,-20.3333333333333,31.45,Actual,152.6,7581,,,,,,,28995881
Florida,12,2020-8-2,43,-37.3333333333333,28.9933333333333,Actual,163.2,7084,,,,,,,21477737
Massachusetts,25,2020-8-2,117,-21.3333333333333,67.6633333333333,Actual,15.4,8637,,,,,,,6892503
Illinois,17,2020-8-2,117,-16.3333333333333,78.6,Actual,14.4,7714,,,,,,,12671821
Pennsylvania,42,2020-8-2,117,-15.3333333333333,78.7533333333333,Actual,10.8,7223,,,,,,,12801989
Michigan,26,2020-8-2,119,-8.33333333333333,84.75,Actual,5.6,6383,,,,,,,9986857
Georgia,13,2020-8-2,43,-21,32.2233333333333,Actual,50,3840,,,,,,,10617423
Arizona,4,2020-8-2,43,-24.3333333333333,30.24,Actual,43.8,3765,,,,,,,7278717
Louisiana,22,2020-8-2,121,-18,89.2033333333333,Actual,25.2,4007,,,,,,,4648794
Connecticut,9,2020-8-2,117,-13.3333333333333,81.28,Actual,1.2,4432,,,,,,,3565287
Ohio,39,2020-8-2,115,-8.66666666666667,92.5933333333333,Actual,25.6,3529,,,,,,,11689100
Maryland,24,2020-8-2,111,-20.6666666666667,72.76,Actual,8.4,3515,,,,,,,6045680
Indiana,18,2020-8-2,116,0,98.3466666666667,Actual,10,2975,,,,,,,6732219
South Carolina,45,2020-8-2,43,-4.33333333333333,38.6933333333333,Actual,36,1777,,,,,,,5148714
North Carolina,37,2020-8-2,109,-16,81.0433333333333,Actual,27.8,1983,,,,,,,10488084
Virginia,51,2020-8-2,111,-18,76.5433333333334,Actual,20.6,2218,,,,,,,8535519
Mississippi,28,2020-8-2,83,-4,75.6166666666666,Actual,28.4,1703,,,,,,,2976149
Alabama,1,2020-8-2,126,-6.66666666666667,104.193333333333,Actual,20.2,1627,,,,,,,4903185
Colorado,8,2020-8-2,132,-15,87.54,Actual,5.4,1844,,,,,,,5758736
Washington,53,2020-8-2,113,-14.3333333333333,74.5233333333333,Actual,11,1596,,,,,,,7614893
Minnesota,27,2020-8-2,110,-15.3333333333333,74.88,Actual,5.2,1654,,,,,,,5639632
Tennessee,47,2020-8-2,111,-7.66666666666667,91.0500000000001,Actual,16.8,1073,,,,,,,6829174
Missouri,29,2020-8-2,110,-5.33333333333333,90.7433333333333,Actual,5.8,1223,,,,,,,6137428
Nevada,32,2020-8-2,111,-25.6666666666667,72.5966666666666,Actual,12.2,832,,,,,,,3080156
Wisconsin,55,2020-8-2,113,-3.66666666666667,91.29,Actual,8.4,948,,,,,,,5822434
Rhode Island,44,2020-8-2,107,-11.6666666666667,74.9833333333333,Actual,0.8,1007,,,,,,,1059361
Iowa,19,2020-8-2,120,1,100.453333333333,Actual,4.6,878,,,,,,,3155070
New Jersey,34,2020-8-3,123,-31.3333333333333,69.1033333333334,Actual,4.6,15846,,,,,,,8882190
California,6,2020-8-3,124,-36.3333333333333,73.6066666666666,Actual,118.8,9441,,,,,,,39512223
Texas,48,2020-8-3,44,-27,32.18,Actual,200.2,7718,,,,,,,28995881
Florida,12,2020-8-3,44,-34.3333333333333,29.65,Actual,156.8,7157,,,,,,,21477737
Massachusetts,25,2020-8-3,118,-32.6666666666667,68.3366666666666,Actual,10,8647,,,,,,,6892503
Illinois,17,2020-8-3,118,-27.6666666666667,79.3233333333333,Actual,15.6,7723,,,,,,,12671821
Pennsylvania,42,2020-8-3,118,-25,79.5033333333333,Actual,9.4,7224,,,,,,,12801989
Michigan,26,2020-8-3,120,-16.6666666666667,85.5833333333334,Actual,5.6,6393,,,,,,,9986857
Georgia,13,2020-8-3,44,-27,32.9533333333333,Actual,46.4,3842,,,,,,,10617423
Arizona,4,2020-8-3,44,-30.3333333333333,30.9366666666667,Actual,47.6,3779,,,,,,,7278717
Louisiana,22,2020-8-3,122,-18,90.0233333333333,Actual,29.4,4024,,,,,,,4648794
Connecticut,9,2020-8-3,118,-20,82.08,Actual,1,4437,,,,,,,3565287
Ohio,39,2020-8-3,116,-15.3333333333333,93.4399999999999,Actual,21.4,3539,,,,,,,11689100
Maryland,24,2020-8-3,112,-33,73.43,Actual,8.6,3523,,,,,,,6045680
Indiana,18,2020-8-3,117,-9.33333333333333,99.2533333333334,Actual,8.4,2980,,,,,,,6732219
South Carolina,45,2020-8-3,44,-19.3333333333333,39.5,Actual,36.4,1793,,,,,,,5148714
North Carolina,37,2020-8-3,110,-24.3333333333333,81.7999999999999,Actual,28.6,2043,,,,,,,10488084
Virginia,51,2020-8-3,112,-29.3333333333333,77.25,Actual,20,2218,,,,,,,8535519
Mississippi,28,2020-8-3,84,-6.33333333333333,76.5533333333333,Actual,28.2,1711,,,,,,,2976149
Alabama,1,2020-8-3,127,-10,105.093333333333,Actual,23,1633,,,,,,,4903185
Colorado,8,2020-8-3,133,-23,88.31,Actual,2.6,1844,,,,,,,5758736
Washington,53,2020-8-3,114,-28.6666666666667,75.2366666666667,Actual,12,1600,,,,,,,7614893
Minnesota,27,2020-8-3,111,-26.3333333333333,75.6166666666667,Actual,6,1656,,,,,,,5639632
Tennessee,47,2020-8-3,112,-14,91.9100000000001,Actual,16.8,1092,,,,,,,6829174
Missouri,29,2020-8-3,111,-15.3333333333333,91.59,Actual,5.2,1225,,,,,,,6137428
Nevada,32,2020-8-3,112,-28,73.3166666666666,Actual,12,847,,,,,,,3080156
Wisconsin,55,2020-8-3,114,-14.3333333333333,92.1466666666667,Actual,7.2,949,,,,,,,5822434
Rhode Island,44,2020-8-3,108,-22.3333333333333,75.76,Actual,1,1010,,,,,,,1059361
Iowa,19,2020-8-3,121,-10.3333333333333,101.35,Actual,5.6,884,,,,,,,3155070
New Jersey,34,2020-8-4,124,-44.6666666666667,69.6566666666667,Actual,3.8,15857,,,,,,,8882190
California,6,2020-8-4,125,-36.6666666666667,74.24,Actual,135.2,9684,,,,,,,39512223
Texas,48,2020-8-4,45,-27,32.91,Actual,198.6,7952,,,,,,,28995881
Florida,12,2020-8-4,45,-33.6666666666667,30.3133333333333,Actual,145,7402,,,,,,,21477737
Massachusetts,25,2020-8-4,119,-39,68.9466666666666,Actual,13,8656,,,,,,,6892503
Illinois,17,2020-8-4,119,-26,80.0633333333333,Actual,18.2,7742,,,,,,,12671821
Pennsylvania,42,2020-8-4,119,-31.6666666666667,80.1866666666667,Actual,12.6,7248,,,,,,,12801989
Michigan,26,2020-8-4,121,-16,86.4233333333334,Actual,9.8,6397,,,,,,,9986857
Georgia,13,2020-8-4,45,-25.6666666666667,33.6966666666667,Actual,40.2,3921,,,,,,,10617423
Arizona,4,2020-8-4,45,-29.6666666666667,31.64,Actual,51,3845,,,,,,,7278717
Louisiana,22,2020-8-4,123,-18.3333333333333,90.84,Actual,39.4,4051,,,,,,,4648794
Connecticut,9,2020-8-4,119,-32.3333333333333,82.7566666666666,Actual,1,4437,,,,,,,3565287
Ohio,39,2020-8-4,117,-15.3333333333333,94.2866666666666,Actual,20.6,3570,,,,,,,11689100
Maryland,24,2020-8-4,113,-39.3333333333333,74.0366666666667,Actual,9,3530,,,,,,,6045680
Indiana,18,2020-8-4,118,-8.33333333333333,100.17,Actual,8.4,2996,,,,,,,6732219
South Carolina,45,2020-8-4,45,-13.6666666666667,40.3633333333333,Actual,38.2,1847,,,,,,,5148714
North Carolina,37,2020-8-4,111,-25.3333333333333,82.5466666666666,Actual,29.4,2061,,,,,,,10488084
Virginia,51,2020-8-4,113,-33.6666666666667,77.9133333333334,Actual,16.8,2244,,,,,,,8535519
Mississippi,28,2020-8-4,85,-7,77.4833333333333,Actual,26.4,1753,,,,,,,2976149
Alabama,1,2020-8-4,128,-11.6666666666667,105.976666666667,Actual,22.2,1666,,,,,,,4903185
Colorado,8,2020-8-4,134,-24.6666666666667,89.0633333333333,Actual,1.6,1849,,,,,,,5758736
Washington,53,2020-8-4,115,-28.6666666666667,75.95,Actual,12.2,1619,,,,,,,7614893
Minnesota,27,2020-8-4,112,-26.6666666666667,76.35,Actual,6.2,1660,,,,,,,5639632
Tennessee,47,2020-8-4,113,-14.6666666666667,92.7633333333334,Actual,23.8,1117,,,,,,,6829174
Missouri,29,2020-8-4,112,-14,92.45,Actual,4.2,1235,,,,,,,6137428
Nevada,32,2020-8-4,113,-27.6666666666667,74.04,Actual,13.6,862,,,,,,,3080156
Wisconsin,55,2020-8-4,115,-14.6666666666667,93,Actual,6.2,961,,,,,,,5822434
Rhode Island,44,2020-8-4,109,-29.3333333333333,76.4666666666667,Actual,1.4,1011,,,,,,,1059361
Iowa,19,2020-8-4,122,-13,102.22,Actual,7.6,888,,,,,,,3155070
New Jersey,34,2020-8-5,125,-29.3333333333333,70.3633333333333,Actual,2.6,15842,,,,,,,8882190
California,6,2020-8-5,126,-36.6666666666667,74.8733333333333,Actual,147.4,9808,,,,,,,39512223
Texas,48,2020-8-5,46,-26.6666666666667,33.6433333333333,Actual,253.2,8310,,,,,,,28995881
Florida,12,2020-8-5,46,-34,30.9733333333333,Actual,168.6,7627,,,,,,,21477737
Massachusetts,25,2020-8-5,120,-34,69.6066666666666,Actual,14.2,8658,,,,,,,6892503
Illinois,17,2020-8-5,120,-26.3333333333333,80.8,Actual,21.6,7770,,,,,,,12671821
Pennsylvania,42,2020-8-5,120,-23.3333333333333,80.9533333333333,Actual,14.6,7254,,,,,,,12801989
Michigan,26,2020-8-5,122,-15.3333333333333,87.27,Actual,13.4,6404,,,,,,,9986857
Georgia,13,2020-8-5,46,-25.6666666666667,34.44,Actual,55.4,3984,,,,,,,10617423
Arizona,4,2020-8-5,46,-31,32.33,Actual,63.2,3932,,,,,,,7278717
Louisiana,22,2020-8-5,124,-18.6666666666667,91.6533333333333,Actual,40,4096,,,,,,,4648794
Connecticut,9,2020-8-5,120,-19.6666666666667,83.56,Actual,1.8,4437,,,,,,,3565287
Ohio,39,2020-8-5,118,-13,95.1566666666666,Actual,24.6,3596,,,,,,,11689100
Maryland,24,2020-8-5,114,-30.3333333333333,74.7333333333333,Actual,10,3536,,,,,,,6045680
Indiana,18,2020-8-5,119,-8,101.09,Actual,9.6,3007,,,,,,,6732219
South Carolina,45,2020-8-5,46,-14.3333333333333,41.22,Actual,37,1894,,,,,,,5148714
North Carolina,37,2020-8-5,112,-23,83.3166666666666,Actual,35.4,2085,,,,,,,10488084
Virginia,51,2020-8-5,114,-27,78.6433333333334,Actual,19.8,2274,,,,,,,8535519
Mississippi,28,2020-8-5,86,-7,78.4133333333333,Actual,29,1804,,,,,,,2976149
Alabama,1,2020-8-5,129,-10.6666666666667,106.87,Actual,21.6,1695,,,,,,,4903185
Colorado,8,2020-8-5,135,-24.6666666666667,89.8166666666666,Actual,2.6,1851,,,,,,,5758736
